clobazam,0.21138947,-0.41477257,0.13295348,0.48603553,0.06649481,-0.40178496,-0.3105709,-0.23250622,-0.27571148,0.15515615,-0.015503982,-0.19930953,0.100119255,0.37544098,-0.03912969,0.38389346,0.17676099,0.07288271,-0.053495973,0.11885475,0.11727731,0.3325395,-0.1881826,-0.11072988,0.4285672,0.059037033,-0.27460897,-0.38387683,-0.09223402,-0.17265159,-0.2843751,-0.3917956,-0.26254556,-0.16939764,-0.21361412,-0.22802521,0.09555625,-0.07100776,-0.049880326,0.10734556,0.5357762,-0.28782415,0.15646581,-0.24416742,-0.0769313,-0.16951257,-0.2740208,-0.24658711,0.7492648,-0.23248124,0.0634988,0.11512493,-0.18277006,0.19886976,0.1599741,-0.3033833,-0.1676695,-0.10315995,0.31211433,-0.32944945,0.40073317,-0.058495767,0.04922306,0.10098091
vinorelbine,-0.06896015,-0.20343679,-0.052870076,0.3949233,-0.050950766,-0.7564025,-0.938167,-0.38790846,-0.68544126,0.29359397,-0.11189621,-0.70177174,0.38865703,0.20163265,-0.54623204,0.48721135,-0.4779758,0.4640283,-0.37512797,0.17717499,0.34000203,0.22325024,-0.34587464,-0.09337614,0.28932837,0.279999,-0.56711984,-1.0665206,0.017548213,-0.60933954,-0.23568985,-1.0606916,-0.41875616,0.33454096,-0.7945713,0.060661346,0.55703104,0.8376533,-0.10398097,0.24167727,1.2368282,-0.7850952,0.4073959,-0.36107042,-0.21736713,-0.28953302,-0.22767986,-0.13056366,0.50801086,-0.19701219,0.27392435,0.20795774,-0.18777263,0.3336207,0.15756184,0.020139644,-0.11424428,-0.1142805,0.29490757,-0.94889164,1.0564561,-0.67439204,-0.47057873,0.7658793
carvedilol,0.11255234,-0.338994,0.13778126,0.14573434,-0.15954858,-0.4907717,-0.3483351,-0.257418,-0.3927175,0.10674204,-0.07823679,-0.17510536,0.2188331,0.012227951,-0.06914991,0.31062666,-0.026166372,0.007242822,-0.23363554,0.064247064,0.1635284,0.22947589,-0.51049364,-0.13190466,0.27842143,0.15347588,-0.37645185,-0.4719057,-0.14900492,-0.33518302,-0.18401195,-0.38431025,-0.11207315,0.037204433,-0.40557262,-0.20421225,0.18186156,0.30256733,-0.23580933,-0.124352805,0.5656384,-0.31837553,0.23095424,-0.02748736,0.103486106,-0.10921377,-0.06963411,-0.2959049,0.68554205,-0.12311935,0.023768794,0.027387263,-0.27543372,0.08262689,0.12112835,-0.02193579,-0.11824813,-0.12996887,0.26406148,-0.30145806,0.44665056,-0.34358194,-0.12830658,0.3467807
benazepril,0.2182502,-0.116711326,0.14686705,0.27270207,0.049723893,-0.4471171,-0.53305525,-0.3545288,-0.31008205,0.1421611,-0.110047266,-0.18191749,0.3663385,0.23254466,-0.06680583,0.34044507,-0.08478729,-0.004169031,-0.16191594,0.19868556,0.07868684,0.37171623,-0.58019763,-0.05439482,0.44134235,0.35401654,-0.69406587,-0.91098756,-0.15231428,-0.47820505,-0.24114242,-0.60819995,-0.3223651,-0.1007038,-0.6758796,0.0339282,0.20676935,0.009229042,-0.17110097,0.13619801,0.7432727,-0.4745743,0.14292783,-0.39908266,0.14254844,-0.43440667,-0.01604821,-0.6672758,0.69184655,-0.21407682,0.08845509,0.3429462,-0.2920999,0.20451058,-0.017726224,0.0010904088,-0.15197931,-0.1334488,0.31767184,-0.28149265,0.6786453,-0.73655224,-0.0027470342,0.3625182
leflunomide,0.22002198,-0.4536239,0.064444505,0.18920961,-0.050507843,-0.43308154,-0.099467576,-0.15702468,-0.21304692,0.17361394,-0.026345946,-0.110573694,0.036516003,-0.12319243,-0.059479967,0.31134865,0.19389677,-0.29267406,-0.052274927,0.117795974,0.00055223564,0.405669,-0.21002324,-0.12095371,0.17950074,0.07100645,-0.20405847,-0.08637723,-0.07970725,-0.031818345,0.020419355,-0.30377567,-0.1340546,-0.13224018,-0.34124798,0.023752877,0.24260755,0.063237734,-0.25267208,-0.16419442,0.46529368,-0.27590376,0.1562057,-0.040694617,0.014254748,-0.034088377,0.0014869361,-0.082761966,0.48203546,-0.22914805,0.02329513,0.164493,-0.1396753,0.16672869,0.023558352,-0.14805038,-0.10492471,-0.14519419,0.1252506,-0.22382355,0.47780663,-0.30886117,0.058979858,0.15125346
lamotrigine,-0.0561185,-0.382067,0.117649674,0.22044756,-0.011921079,-0.37771916,-0.1998017,-0.15929821,-0.14621367,0.17368892,-0.050264213,-0.090249255,0.011006188,-0.07472536,0.18264678,0.07844618,0.004377455,0.024133917,-0.16839407,0.11988639,-0.04787057,0.2230491,-0.22269839,-0.075792864,0.3416992,0.10301411,-0.13490127,-0.22438191,-0.01530025,-0.094109565,-0.11977437,-0.19124894,-0.22297515,0.0088260835,-0.16241352,-0.2848592,0.036076453,0.1300041,-0.17333876,-0.074177586,0.34825552,-0.10721362,0.048159584,-0.06356912,-0.0245645,0.006962355,-0.110771894,-0.021492347,0.40227336,-0.06977951,-0.03161769,-0.032188214,-0.27861172,0.15435481,-0.049134158,-0.10138108,-0.12992667,-0.026805818,0.21806557,-0.12941614,0.27582482,-0.16591933,-0.022396496,0.0543374
nefazodone,0.24661565,-0.71744007,0.24938779,0.64903915,0.054517597,-0.6055965,-0.5859142,-0.2629827,-0.5549735,0.15496856,0.07738809,-0.21051624,0.2674716,0.4442192,0.0072298204,0.28610548,0.094568215,0.104235925,0.08927289,-0.04802707,0.20699416,0.42736262,-0.3465243,-0.12470232,0.6341729,0.3052498,-0.30589274,-0.43707266,-0.10223179,-0.35103562,-0.17555073,-0.71742904,-0.40825573,-0.10319823,-0.35427624,-0.3873417,0.40181676,-0.14339218,-0.14530228,-0.056858487,0.73601764,-0.39956567,0.31295094,-0.14010403,-0.16623585,-0.35748821,-0.32615983,-0.24041228,0.8821616,-0.18152404,0.22409706,0.12602474,-0.15826763,0.19076972,0.2007478,-0.5073269,-0.1098166,-0.008667503,0.5544801,-0.6494874,0.5080207,-0.058882385,0.09341311,0.28024974
trandolapril,0.24494548,-0.17705092,0.069078,0.18143046,0.10751264,-0.7115862,-0.38169467,-0.3220518,-0.34814346,0.01905184,-0.011697775,0.11875951,0.2881201,-0.16068761,0.07125473,0.37196192,-0.008782099,-0.23076637,-0.16083126,0.15611705,-0.013652885,0.6028666,-0.667198,-0.12697072,0.26860437,0.41627818,-0.8550317,-0.70811355,-0.17607686,-0.30072898,-0.092171334,-0.48413873,-0.29035226,-0.14028256,-0.75314564,-0.09299178,0.25338158,0.077664465,-0.46686268,0.015551985,0.80142725,-0.73414516,0.18867648,-0.26613262,0.46324724,-0.25417152,0.29074848,-0.6507033,0.52634805,-0.19271183,0.02488694,0.42102098,-0.5225098,-0.04936383,-0.38058907,0.119532295,-0.2120836,-0.17080852,0.2079338,-0.2405081,0.86764103,-0.95172906,0.14688319,0.5063626
clopidogrel,0.14876652,-0.20459393,0.09357698,0.16326764,0.013099401,-0.47381645,-0.3669287,-0.35150692,-0.25677454,0.14968002,-0.03497371,-0.19826803,0.18882795,0.07798895,-0.039142936,0.39539197,0.0088636065,0.013384753,-0.14652853,0.20920667,0.092055805,0.39155918,-0.44618416,-0.21047218,0.40472302,0.17466769,-0.3358485,-0.5953098,-0.24515499,-0.37276837,-0.18152937,-0.41634366,-0.092675745,-0.071769655,-0.43550828,-0.14173631,0.1777073,0.13452819,-0.20385179,-0.06815574,0.6262788,-0.33179528,0.124924585,-0.15431444,0.011838264,-0.19430023,-0.06212436,-0.40716645,0.68972456,-0.24111754,0.10459254,0.13540259,-0.43535662,0.14143054,0.021822814,-0.08191104,-0.22286728,-0.14466411,0.17721568,-0.3391741,0.41535875,-0.36572608,-0.09061577,0.15887102
gemcitabine,0.056128137,-0.15923259,0.03961656,0.31764713,-0.23574191,-0.29538298,-0.26776758,-0.094943635,-0.21816136,-0.021132456,0.10850918,-0.04951811,0.009919688,0.009306869,-0.17250276,0.40222278,-0.4575773,0.08385323,-0.055204183,-0.07227842,0.046528704,0.1868454,-0.10345355,-0.097054176,0.022193702,-0.09645532,-0.07265825,-0.48775533,-0.21371402,-0.19862893,-0.2790091,-0.32014188,0.05652793,0.045014855,-0.28553906,-0.1369234,0.24180283,0.122700825,-0.23374946,-0.111584604,0.49570283,-0.3276534,0.27269337,-0.09516788,-0.07058192,-0.24968281,0.08309357,0.038704433,0.1562693,-0.19997136,0.023269426,0.15722945,-0.27625865,0.11848272,0.010704506,-0.12296609,0.006241527,-0.16446628,-0.027433624,-0.31134376,0.12261061,-0.13470273,-0.32059696,0.1529329
